0,the,0.00598182103971548
0,to,0.00463146676642732
0,a,0.00435000898623304
0,of,0.00431800760185695
0,i,0.00364453131286756
0,you,0.0032919555492655
0,have,0.00301743442470894
0,and,0.00300596601763117
0,it,0.00269018595021317
0,for,0.00250150874205247
0,are,0.00246283981308685
0,with,0.0024570176532044
0,if,0.0023576673238815
0,on,0.00223461910042619
0,is,0.00199804453787735
0,of the,0.00191679657641225
0,they,0.00184926027178065
0,be,0.00170686497267579
0,that,0.00159701758391593
0,them,0.00154948895841637
0,if you,0.00138663096242908
0,in,0.00136823931439896
0,do,0.00135928334096921
0,some,0.00131996351949102
0,get,0.00127189282224868
0,out,0.00126913243896442
0,but,0.00125956193180667
0,what,0.00123040236211246
0,might,0.00121233047481409
0,i have,0.00108839987947581
0,or,0.00108760310091818
0,s80,0.00107576913637484
0,just,0.00105886388911672
0,to the,0.00104017864745739
0,was,0.00103181673235262
0,tires,0.00102759953292681
0,try,0.00100830975985262
0,not,0.000996615112272656
0,see,0.000978615341549364
0,had,0.000971371982950378
0,these,0.000968993261869146
0,at,0.00091904164844451
0,off,0.000914075798684219
0,new,0.000884396823550053
0,look,0.000873372510792948
0,good,0.000865480368839082
0,up,0.00086438226668986
0,wheel,0.000859663649180509
0,all,0.000858962317568783
0,car,0.000852774923466262
0,any,0.000828294754238975
0,will,0.000803778337543419
0,also,0.000802408054545794
0,this,0.000798145091224081
0,can,0.000797337088198062
0,should,0.000753991491063806
0,then,0.000751434214073805
0,there,0.000740784705799903
0,they are,0.000708435301757525
0,my,0.000701371721592339
0,on the,0.000701184452397306
0,wheels,0.000694441962908834
0,no,0.000690644661731169
0,brand,0.000690459494171266
0,volvo,0.000689285881617541
0,need,0.000686499630542354
0,one,0.000674354785155341
0,like,0.000671428263669077
0,front,0.000636505617587826
0,to be,0.000635949457613032
0,tire,0.00059172200742391
0,your,0.000578261216791895
0,find,0.00057713736500919
0,when,0.000577063312020317
0,as,0.000575505590347892
0,to do,0.000573187265898022
0,from,0.000573005859188357
0,an,0.000572282803183978
0,for the,0.000555851317607707
0,than,0.000523232940530157
0,with a,0.000523213787251716
0,going,0.000523144718240741
0,might have,0.000522925600828507
0,think,0.000521234241226872
0,said,0.000520711774569398
0,make,0.00051961470688154
0,has,0.000515641378773647
0,am,0.000515046958260669
0,so,0.000503484345209332
0,about,0.00049992227300529
0,things,0.00046966060522935
0,5,0.000468847810105474
0,two,0.000468255452915224
0,may,0.000465945313481586
0,want,0.000465486707312279
0,oem,0.00046467008769455
0,cars,0.000464603062402871
0,with the,0.000462681210382287
0,back,0.000461263125963156
0,which,0.000459893702296406
1,the,0.00703476979903772
1,i,0.00509397013218017
1,on,0.00363902636412335
1,it,0.00334237532345727
1,a,0.00328484852319646
1,and,0.00322148244635396
1,to,0.00321849528575984
1,are,0.00284019624771069
1,of,0.00281071029228411
1,that,0.00253204394178179
1,is,0.00250269284077317
1,in,0.00217781079844861
1,they,0.00191972899018689
1,you,0.00186492966112479
1,for,0.0018220394707898
1,have,0.00176831394271615
1,with,0.00175348118615288
1,tires,0.00174160881631396
1,what,0.00153745296278998
1,but,0.00150526334458968
1,also,0.00147583955754645
1,not,0.00145462680969932
1,any,0.00142890705149227
1,has,0.00142419982181887
1,on the,0.00141680258113733
1,s80,0.00135830483810087
1,as,0.00130218607451331
1,my,0.00129891877570285
1,some,0.00129147566832809
1,in the,0.00124468723400497
1,out,0.00124013996722258
1,this,0.00123671372325594
1,one,0.00123599467992166
1,was,0.00118207705660704
1,them,0.00117810246056703
1,they are,0.00116777988127878
1,if,0.00116686084579812
1,be,0.00107756039393354
1,wheel,0.00101336958505168
1,about,0.00101083123962436
1,car,0.00100225647801399
1,from,0.000999389814431684
1,can,0.000990364747446306
1,volvo,0.000950255384040117
1,an,0.000947597928547286
1,when,0.00094354302059632
1,off,0.000940078111875693
1,the same,0.000931288356648817
1,same,0.00092690069575563
1,had,0.000922780430776751
1,new,0.000901623481952486
1,so,0.000884137460141429
1,dealer,0.000829534522658514
1,tire,0.000821721018992737
1,of the,0.000819856731715078
1,get,0.000813269040401029
1,would,0.000799041816779459
1,the tires,0.000791563626105512
1,put,0.000767806225225801
1,or,0.000763798166133632
1,at,0.000760662847230776
1,still,0.000757104301278119
1,do,0.000755334141021186
1,good,0.000716958539555864
1,there,0.000707380257940444
1,these,0.000704440747278243
1,i had,0.000702203672004173
1,just,0.000700407715337349
1,i have,0.000671479741660639
1,make,0.000660960971185358
1,is the,0.00066035290265315
1,side,0.000654485854240216
1,like,0.000650328702336745
1,will,0.000648385344487642
1,know,0.000641716081867331
1,does,0.00059535118704862
1,the car,0.00059322384317849
1,go,0.000593157987889581
1,think,0.000592314736480693
1,long,0.000592230803826376
1,front,0.000591907053308264
1,did,0.000590945143614869
1,tried,0.000590317042401664
1,check,0.00056702171930162
1,issues,0.000535872159591007
1,on it,0.000535500467851134
1,right,0.000508240946285393
1,need,0.000476822239864279
1,drive,0.00047657443052283
1,i think,0.000476274671981123
1,the dealer,0.000475721575813786
1,then,0.00047510817793759
1,said,0.000475069465868192
1,try,0.000474727278255745
